ZoningDesc,GroupLabel,UnitsPerAc,MinimumLot,MinimumL_1,PlannedDis,NoticingBu,SHAPE_STAr,SHAPE_STLe,BaseZone,Zoning
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,120337.303711,1598.92795691,C-RA-B2,1
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,118799.378906,1591.07646827,C-RA-B2,1
Residential Agriculture,Residential Agriculture 1 Acre,1,1,43560,None,600,605060.821289,3267.83640588,C-RA-B4,1
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,152905.369141,2133.15594143,C-RA-B2,1
Agriculture Residential Planned,Agriculture Residential Planned 10 Acres,0.1,10,435600,Residential,600,6500738.41699,11985.3630342,C-ARP-10,0
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,301387.837891,6299.76059449,C-RA-B2,1
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,218426.010742,2248.92093327,A2-B2,0
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,266061.431641,3810.8461462,RSP-1,1
Residential Single Family,Residential Single Family 20000 Sqft,2.178,0.459,20000,None,600,240606.8125,3515.63084157,R1-B3,1
Open Area,Open Area,0,0,0,None,0,2742187702.69,683526.493037,OA,0
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,105785.338867,1978.97563028,R1-B2,1
Residential Single Family,Residential Single Family 20000 Sqft,2.178,0.459,20000,None,600,991900.900391,10048.4154041,R1-B3,1
Residential Single Family,Residential Single Family 20000 Sqft,2.178,0.459,20000,None,600,437740.743164,4319.63185752,R1-B3,1
Residential Single Family,Residential Single Family 20000 Sqft,2.178,0.459,20000,None,600,180008.177734,3362.09517132,R1-B3,1
Residential Single Family,Residential Single Family 20000 Sqft,2.178,0.459,20000,None,600,91583.2675781,1873.16938422,R1-B3,1
Residential Single Family,Residential Single Family 20000 Sqft,2.178,0.459,20000,None,600,75816.2294922,1499.08676208,R1-B3,1
Residential Single Family,Residential Single Family 20000 Sqft,2.178,0.459,20000,None,600,66810.4775391,1451.79964208,R1-B3,1
Residential Single Family,Residential Single Family 20000 Sqft,2.178,0.459,20000,None,600,56787.5585938,1418.99596809,R1-B3,1
Residential Single Family,Residential Single Family 20000 Sqft,2.178,0.459,20000,None,600,56728.5244141,1114.01388377,R1-B3,1
Residential Single Family,Residential Single Family 20000 Sqft,2.178,0.459,20000,None,600,51004.6064453,996.012011772,R1-B3,1
Residential Single Family,Residential Single Family 20000 Sqft,2.178,0.459,20000,None,600,26833.4472656,909.568901619,R1-B3,1
Residential Single Family,Residential Single Family 20000 Sqft,2.178,0.459,20000,None,600,11995.0390625,452.204492176,R1-B3,1
Residential Single Family,Residential Single Family 1 Acre,1,1,43560,None,600,2932010.55273,12438.4154892,R1-B4,1
Residential Single Family Planned,Residential Single Family Planned 11-11.9 Acres,0.09,11.111,484000,Residential,600,3867596.10254,9088.20794327,RSP-0.09,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.47,2.127,92681,Residential,600,381193.789063,2777.65303166,RSP-0.47,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.47,2.127,92681,Residential,600,123671.167969,1813.2795840000001,RSP-0.47,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.47,2.127,92681,Residential,600,55597.9306641,997.04114155,RSP-0.47,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.47,2.127,92681,Residential,600,41489.4316406,896.571770354,RSP-0.47,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.5,2,87120,Residential,600,685974.780273,3613.37387776,RSP-0.5,1
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,41613637.5264,29154.0888896,A60,0
Agriculture Residential Planned,Agriculture Residential Planned 20 Acres,0.05,20,871200,Residential,600,4951011.66895,12934.9850446,ARP-20,0
Residential Multiple Planned,Residential Multiple Planned 2-2.9 Acres,0.5,2,87120,Residential,600,383661.549805,4719.19229327,RMP-0.5,2
Residential Single Family,Residential Single Family 1750 Sqft,24.891,0.04,1750,None,300,1396007.7832,10962.9684714,R1-BD,1
Residential Single Family,Residential Single Family 1 Acre,1,1,43560,None,600,272488.717773,2964.97239024,R1-B4,1
Open Area,Open Area,0,0,0,None,0,555185.009766,3982.10740595,OA,0
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,1.5,0.666,29040,Residential,600,260873.608398,3012.21001696,RMP-1.5,2
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,362407.8125,3134.32100001,R1,1
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,619119.116211,4824.4235817,RA-B2,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.5,2,87120,Residential,600,0.099609375,1.65798306588,BFC-RSP-0.5,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.5,2,87120,Residential,600,1881949.11816,8167.25294088,BFC-RSP-0.5,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,75699.8964844,1388.90262105,R1-B1,1
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,550831.699219,5060.78064526,R1,1
Residential Multiple Planned,Residential Multiple Planned 2-2.9 Acres,0.5,2,87120,Residential,600,7455169.48633,17962.0721388,RMP-0.5,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,2,0.5,21780,Residential,600,729573.801758,5204.63401112,RMP-2,2
Agriculture and Conservation,Agriculture and Conservation 10 Acres,10,10,435600,None,600,3327589.66113,12340.3400645,A10,0
Agriculture and Conservation,Agriculture and Conservation 10 Acres,10,10,435600,None,600,1652966.30859,5915.16188211,A10,0
Agriculture and Conservation,Agriculture and Conservation 10 Acres,10,10,435600,None,600,1330015.40332,8131.49178856,A10,0
Agriculture and Conservation,Agriculture and Conservation 10 Acres,10,10,435600,None,600,895358.373047,3993.25805285,A10,0
Agriculture Limited,Agriculture Limited 6000 Sqft,7.26,0.137,6000,None,300,151044.901367,3626.66813143,A2-B1,0
Agriculture Limited,Agriculture Limited 6000 Sqft,7.26,0.137,6000,None,300,114488.111328,2203.53264777,A2-B1,0
Agriculture Limited,Agriculture Limited 6000 Sqft,7.26,0.137,6000,None,300,91437.1845703,2051.26672112,A2-B1,0
Agriculture Limited,Agriculture Limited 6000 Sqft,7.26,0.137,6000,None,300,84173.8613281,1855.04919769,A2-B1,0
Agriculture Limited,Agriculture Limited 6000 Sqft,7.26,0.137,6000,None,300,70365.9726563,1169.22979687,A2-B1,0
Agriculture Limited,Agriculture Limited 6000 Sqft,7.26,0.137,6000,None,300,69373.5214844,1100.53451957,A2-B1,0
Agriculture Limited,Agriculture Limited 6000 Sqft,7.26,0.137,6000,None,300,67517.4179688,1103.941411,A2-B1,0
Agriculture Limited,Agriculture Limited 6000 Sqft,7.26,0.137,6000,None,300,61474.6875,1035.15303003,A2-B1,0
Agriculture Limited,Agriculture Limited 6000 Sqft,7.26,0.137,6000,None,300,60583.1308594,1013.20966687,A2-B1,0
Agriculture Limited,Agriculture Limited 6000 Sqft,7.26,0.137,6000,None,300,60494.6162109,1004.64609189,A2-B1,0
Agriculture Limited,Agriculture Limited 6000 Sqft,7.26,0.137,6000,None,300,55205.6865234,1000.24860373,A2-B1,0
Agriculture Limited,Agriculture Limited 6000 Sqft,7.26,0.137,6000,None,300,23864.0380859,652.070945754,A2-B1,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,1020.72460938,249.72645970600001,A2-B2,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,3233.9609375,611.220727496,A2-B2,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,6458.34570313,328.25537871,A2-B2,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,81887.2988281,1665.15949601,A2-B2,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,93812.5185547,1777.6177154,A2-B2,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,33655.7265625,1024.45931839,A2-B2,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,30783.1347656,1306.00318472,A2-B2,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,323139.621094,2891.490872,A2-B2,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,7174.38574219,467.056184014,A2-B2,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,59725.5537109,2006.69165056,A2-B2,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,264388.711914,2921.41134443,A2-B2,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,5550784.0791,14428.6083808,A2-B2,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,2403309.16406,7078.52879516,A2-B2,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,84874.765625,1142.4671618,A2-B2,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,30232.4472656,858.122327383,A2-B2,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,82063.6171875,1829.56625407,A2-B2,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,49046.8212891,1195.60987891,A2-B2,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,34067.4257813,864.703997069,A2-B2,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,32896.5478516,730.632073954,A2-B2,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,43838.2607422,997.430318097,A2-B2,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,302946.640625,2375.57742937,A2-B2,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,57060.6376953,1007.18979135,A2-B2,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,189364.558594,2690.64506188,A2-B2,0
Agriculture Limited,Agriculture Limited 20000 Sqft,2.178,0.459,20000,None,300,175253.282227,1688.14452197,A2-B3,0
Agriculture Limited,Agriculture Limited 20000 Sqft,2.178,0.459,20000,None,300,98872.4003906,1342.01842342,A2-B3,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,9937546.02539,25335.2237151,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,9010704.15137,29206.1563235,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,4877293.32129,13100.3050407,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,4832294.97168,14369.2135563,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,3432323.64453,9699.66203214,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,2505225.51563,8732.42046845,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,1771501.01563,7107.33146142,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,1512688.6416,7793.88518119,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,1404603.08105,5413.61962848,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,1308306.83789,6061.95171632,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,1279204.49707,10188.5964586,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,1130585.47363,5652.01821886,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,1007879.90723,7373.64089648,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,857969.825195,4706.99753056,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,597804.1875,3206.10208884,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,528115.114258,3964.79431773,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,505852.321289,2947.22397025,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,288661.361328,4325.98018934,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,179594.224609,2380.38843234,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,124670.435547,1614.1624079,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,108500.999023,2009.70959123,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,93785.1132813,1450.56409801,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,80808.0068359,1313.74759377,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,80194.2402344,1346.52100912,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,43614.1005859,809.010412434,A2-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,38067.6025391,779.30975589,A2-B4,0
Agriculture Limited,Agriculture Limited 3 Acres,0.333,3,130680,None,300,1005242.11523,4490.51563298,A2-B6,0
Agriculture Limited,Agriculture Limited 1750 Sqft,24.891,0.04,1750,None,300,403290.554688,3696.87886188,A2-BD,0
Agriculture Limited,Agriculture Limited 1750 Sqft,24.891,0.04,1750,None,300,57462.4248047,1024.49855495,A2-BD,0
Agriculture Limited,Agriculture Limited 1750 Sqft,24.891,0.04,1750,None,300,35526.4404297,851.690710145,A2-BD,0
Agriculture and Conservation,Agriculture and Conservation 20 Acres,20,20,871200,None,600,3021323.79297,8215.01972647,A20,0
Agriculture and Conservation,Agriculture and Conservation 20 Acres,20,20,871200,None,600,665724.650391,3308.87319702,A20,0
Agriculture and Conservation,Agriculture and Conservation 20 Acres,20,20,871200,None,600,407507.445313,2573.54374748,A20,0
Agriculture and Conservation,Agriculture and Conservation 20 Acres,20,20,871200,None,600,103931.520508,1533.61574741,A20,0
Agriculture and Conservation,Agriculture and Conservation 40 Acres,40,40,1742400,None,600,17922895.4385,16872.8107539,A40,0
Agriculture and Conservation,Agriculture and Conservation 40 Acres,40,40,1742400,None,600,11356797.7842,17413.174262,A40,0
Agriculture and Conservation,Agriculture and Conservation 40 Acres,40,40,1742400,None,600,6399382.81055,14116.4750384,A40,0
Agriculture and Conservation,Agriculture and Conservation 40 Acres,40,40,1742400,None,600,6261350.60254,11807.2964165,A40,0
Agriculture and Conservation,Agriculture and Conservation 40 Acres,40,40,1742400,None,600,4889279.26855,9106.76173752,A40,0
Agriculture and Conservation,Agriculture and Conservation 40 Acres,40,40,1742400,None,600,3456848.35059,8908.62043409,A40,0
Agriculture and Conservation,Agriculture and Conservation 40 Acres,40,40,1742400,None,600,3028796.75879,7640.72129765,A40,0
Agriculture and Conservation,Agriculture and Conservation 40 Acres,40,40,1742400,None,600,2114925.82227,9170.50705423,A40,0
Agriculture and Conservation,Agriculture and Conservation 40 Acres,40,40,1742400,None,600,1679091.83008,6049.6031717,A40,0
Agriculture and Conservation,Agriculture and Conservation 40 Acres,40,40,1742400,None,600,1365244.32031,4792.29517089,A40,0
Agriculture and Conservation,Agriculture and Conservation 5 Acres,5,5,217800,None,300,1600869.64258,5666.30988966,A5,0
Agriculture and Conservation,Agriculture and Conservation 5 Acres,5,5,217800,None,300,386836.334961,3201.14094317,A5,0
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,26064302.6465,22013.2432905,A60,0
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,12875447.4619,14636.7516326,A60,0
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,4399656.87793,11252.4221975,A60,0
Resort and Commercial Recreation,Resort and Commercial Recreation,0,0,0,None,300,3855911.42578,8763.49989179,RCR,0
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,2766799.50488,9045.36624384,A60,0
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,279027.59082,5732.30045475,A60,0
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,216986.941406,3562.98811742,A60,0
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,15419.7832031,767.851277683,A60,0
Admin and Professional,Admin and Professional 7500 Sqft,5.808,0.172,7500,None,0,58071.2724609,1143.39643603,AP,0
Admin and Professional,Admin and Professional 7500 Sqft,5.808,0.172,7500,None,0,37172.3798828,1110.64576544,AP,0
Admin and Professional,Admin and Professional 7500 Sqft,5.808,0.172,7500,None,0,32761.1982422,858.823978927,AP,0
Admin and Professional,Admin and Professional 7500 Sqft,5.808,0.172,7500,None,0,28602.5488281,804.192034183,AP,0
Admin and Professional,Admin and Professional 7500 Sqft,5.808,0.172,7500,None,0,15986.28125,610.349377805,AP,0
