apn,fld_firm_z,gp_values1,gpz_gen_pl,gpz_z_labe,lot_tot_po,parcelid,prc_legal_,prc_puc_co,prc_situs1,prc_situs_,prc_tax_co,site_addre,Zoning,Area_sqmi
074112300,X,Residential Low Density,RL,R1S,14533.26,23-7413,LOT 5 WALKER TRACT RSM 65/12,01,94025,MENLO PARK,008,150 CAMPO BELLO LN,1,8.27646219464e-4
074230150,X,Residential Low Density,RL,R1S,19221.63,23-7094,LOT 108 SHARON HEIGHTS UNIT NO 2 RSM 52/49 50 CITY OF  MENLO PARK,01,94025,MENLO PARK,008,949 CONTINENTAL DR,1,0.001093938489793
074112590,X,Residential Low Density,RL,R1S,10497.97,23-7394,LOT 5 CAMPO BELLO RSM 119/24-25,01,94025,MENLO PARK,008,20 SUNRISE CT,1,5.98233734964e-4
074231650,X,Residential Low Density,RL,R1S(X),3051.9,23-23481,PARCEL A .07 AC MOL PARCEL MAP VOL 42/46-47,01,94025,MENLO PARK,008,15 CARRIAGE CT,1,1.7391402781e-4
074231660,X,Residential Low Density,RL,R1S(X),3339.78,23-23482,PARCEL B .077 AC MOL PARCEL MAP VOL 42/46-47,01,94025,MENLO PARK,008,13 CARRIAGE CT,1,1.90319019213e-4
074112600,X,Residential Low Density,RL,R1S,11128.08,23-7393,LOT 6 CAMPO BELLO RSM 119/24-25,01,94025,MENLO PARK,008,30 SUNRISE CT,1,6.34116129069e-4
074182080,X,Residential Low Density,RL,R1S,12361.29,23-7204,LOT 85 SHARON HEIGHTS UNIT NO 1 RSM 49/43 44 CITY OF   MENLO PARK,01,94025,MENLO PARK,008,855 MONTE ROSA DR,1,7.06872979746e-4
074182070,X,Residential Low Density,RL,R1S,11610.28,23-7205,LOT 84 SHARON HEIGHTS UNIT NO 1 RSM 49/43 44 CITY OF   MENLO PARK,01,94025,MENLO PARK,008,905 MONTE ROSA DR,1,6.61873728012e-4
074112400,X,Residential Low Density,RL,R1S,22871.08,23-7408,PARCEL 1 0.52 AC MOL PARCEL MAP VOL 4/52,01,94025,MENLO PARK,008,149 CAMPO BELLO LN,1,0.001303135825408
074230180,X,Residential Low Density,RL,R1S,29580.78,23-7091,LOT 116 SHARON HEIGHTS UNIT NO 2 RSM 52/49 50 CITY OF  MENLO PARK,01,94025,MENLO PARK,008,927 CONTINENTAL DR,1,0.001685673687769
074230190,X,Residential Low Density,RL,R1S,14098.69,23-7090,LOT 111 SHARON HEIGHTS UNIT NO 2 RSM 52/49 50 CITY OF  MENLO PARK,01,94025,MENLO PARK,008,923 CONTINENTAL DR,1,8.09827737043e-4
074230170,X,Residential Low Density,RL,R1S,17250.11,23-7092,LOT 110 SHARON HEIGHTS UNIT NO 2 RSM 52/49 50 CITY OF  MENLO PARK,01,94025,MENLO PARK,008,931 CONTINENTAL DR,1,9.82394176167e-4
074182090,X,Residential Low Density,RL,R1S,12787.09,23-7203,LOT 86 SHARON HEIGHTS UNIT NO 1 RSM 49/43 44 CITY OF   MENLO PARK,01,94025,MENLO PARK,008,835 MONTE ROSA DR,1,7.31722343683e-4
074112260,X,Residential Low Density,RL,R1S,15937.07,23-7416,LOT 1 WALKER TRACT RSM 65/12,01,94025,MENLO PARK,008,135 CAMPO BELLO LN,1,9.07619946234e-4
074112290,X,Residential Low Density,RL,R1S,12798.83,23-7414,LOT 4 WALKER TRACT RSM 65/12,01,94025,MENLO PARK,008,151 CAMPO BELLO LN,1,7.28645913801e-4
074230200,X,Residential Low Density,RL,R1S,14511.58,23-7089,LOT 112 SHARON HEIGHTS UNIT NO 2 RSM 52/49 50 CITY OF  MENLO PARK,01,94025,MENLO PARK,008,913 CONTINENTAL DR,1,8.3281425592e-4
074160360,X,Residential Very Low Density,RVL,RES,15446,23-7250,LOT 58 SHARON HEIGHTS UNIT NO 13 RSM 63/16 18,01,94025,MENLO PARK,008,1105 TRINITY DR,1,8.80202509594e-4
110660010,X,Residential Medium Density,RM,R2,3119.36,23-10102,UNIT 1 THE SHARON COURT RSM 82/1-2,97,94025,MENLO PARK,008,2252 EASTRIDGE AVE,2,1.77756584966e-4
074120300,X,Residential Low Density,RL,R1S,10007.79,23-7380,LOT 7 OAK HOLLOW AMEND RSM 121/44-46,01,94025,MENLO PARK,008,35 OAK HOLLOW WAY,1,5.70322012872e-4
074182050,X,Residential Low Density,RL,R1S,11563.41,23-7207,LOT 82 SHARON HEIGHTS UNIT NO 1 RSM 49/43 44 CITY OF   MENLO PARK,01,94025,MENLO PARK,008,925 MONTE ROSA DR,1,6.5895139257e-4
074231110,X,Residential Very Low Density,RVL,RES,15548.44,23-7056,LOT 81 SHARON HEIGHTS UNIT NO 13 RSM 63/16 18,01,94025,MENLO PARK,008,1080 TRINITY DR,1,8.82129962222e-4
074185070,X,Residential Low Density,RL,R1S,14548.81,23-7187,LOT 63 SHARON HEIGHTS UNIT NO 1 RSM 49/43 44 CITY OF   MENLO PARK,01,94025,MENLO PARK,008,815 MONTE ROSA DR,1,8.33307355548e-4
074112410,X,Residential Low Density,RL,R1S,10091.79,23-7407,PARCEL 2 0.23 AC MOL PARCEL MAP VOL 4/52,01,94025,MENLO PARK,008,145 CAMPO BELLO LN,1,5.75088935283e-4
074184070,X,Residential Low Density,RL,R1S,14590.67,23-7185,LOT 95 SHARON HEIGHTS UNIT NO 1 RSM 49/43 44 CITY OF   MENLO PARK,01,94025,MENLO PARK,008,760 MONTE ROSA DR,1,8.31461185333e-4
074230210,X,Residential Low Density,RL,R1S,13656.86,23-7088,LOT 113 SHARON HEIGHTS UNIT NO 2 RSM 52/49 50 CITY OF  MENLO PARK,01,94025,MENLO PARK,008,905 CONTINENTAL DR,1,7.77966542003e-4
074182040,X,Residential Low Density,RL,R1S,11499.47,23-7208,LOT 81 SHARON HEIGHTS UNIT NO 1 RSM 49/43 44 CITY OF   MENLO PARK,01,94025,MENLO PARK,008,935 MONTE ROSA DR,1,6.57929364675e-4
074185060,X,Residential Low Density,RL,R1S,12556.71,23-7188,LOT 64 SHARON HEIGHTS UNIT NO 1 RSM 49/43 44 CITY OF   MENLO PARK,01,94025,MENLO PARK,008,2307 WARNER RANGE AVE,1,7.1899302884e-4
074185010,X,Residential Low Density,RL,R1S,14734.45,23-7193,LOT 62 SHARON HEIGHTS UNIT NO 1 RSM 49/43 44 CITY OF   MENLO PARK,01,94025,MENLO PARK,008,2304 LOMA PRIETA LN,1,8.39650116645e-4
074182030,X,Residential Low Density,RL,R1S,12734.48,23-7209,LOT 80 SHARON HEIGHTS UNIT NO 1 RSM 49/43 44 CITY OF   MENLO PARK,01,94025,MENLO PARK,008,945 MONTE ROSA DR,1,7.30904680374e-4
074231120,X,Residential Very Low Density,RVL,RES,14703.07,23-7055,LOT 82 SHARON HEIGHTS UNIT NO 13 RSM 63/16 18,01,94025,MENLO PARK,008,1070 TRINITY DR,1,8.32299733214e-4
074281110,X,Residential Medium Density,RM,R3A(X),205573.21,23-6939,4.81 AC MOL BEING NWLY PTN OF LOT 5 SHARON HEIGHTS NO  10 RSM 63/8 11,05,94025,MENLO PARK,008,350 SHARON PARK DR A001,2,0.011727908628049
074182130,X,Residential Low Density,RL,R1S,13566.39,23-7199,LOT 71 SHARON HEIGHTS UNIT NO 1 RSM 49/43 44 CITY OF   MENLO PARK,01,94025,MENLO PARK,008,2316 CREST LN,1,7.68879925421e-4
074230220,X,Residential Low Density,RL,R1S,13677.35,23-7087,LOT 114 SHARON HEIGHTS UNIT NO 2 RSM 52/49 50 CITY OF  MENLO PARK,01,94025,MENLO PARK,008,960 MONTE ROSA DR,1,7.79407591401e-4
074431110,X,Residential Medium Density,RM,R3A(X),1766.95,23-871K,LOT 11 SHARON OAKS UNIT NO 3 RSM 82/32-33,01,94025,MENLO PARK,008,2371 SHARON OAKS DR,2,1.00689417396e-4
074431030,X,Residential Medium Density,RM,R3A(X),2622.61,23-871C,LOT 3 SHARON OAKS UNIT NO 3 RSM 82/32-33,01,94025,MENLO PARK,008,2355 SHARON OAKS DR,2,1.49448944309e-4
074460380,X,Residential Medium Density,RM,R3A(X),3410.56,23-9605,PARCEL 10 PARCEL MAP VOL 3/23,01,94025,MENLO PARK,008,2407 SHARON OAKS DR,2,1.94350004669e-4
074212040,X,Residential Low Density,RL,R1S,13783.37,23-7127,LOT 100 & ADJ 33 FT X 134.75 FT MOL OF BLUERIDGE AVE   ABND & PTN OF ACREAGE SHARON HEIGHTS UNIT NO 1 RSM     49/43 CITY OF MENLO PARK,01,94025,MENLO PARK,008,710 MONTE ROSA DR,1,7.8544644814e-4
074120250,X,Residential Low Density,RL,R1S,10836.09,23-7385,LOT 2 OAK HOLLOW AMEND RSM 121/44-46,01,94025,MENLO PARK,008,90 OAK HOLLOW WAY,1,6.17488354274e-4
074231140,X,Residential Very Low Density,RVL,RES,17289.59,23-7053,LOT 84 SHARON HEIGHTS UNIT NO 13 RSM 63/16 18,01,94025,MENLO PARK,008,1030 TRINITY DR,1,9.88618348714e-4
074593999,X,Residential Medium Density,RM,R3A(X),132788.96,23-876,NA,NA,NA,NA,NA,NO SITE ADDRESS,2,0.007568726821989
074212060,X,Residential Medium Density,RM,R2,11670.01,23-7126,LOT 10 SHARON HEIGHTS UNIT NO 3 RSM 54/1 2 CITY OF     MENLO PARK,02,94025,MENLO PARK,008,2282 EASTRIDGE AVE,2,6.65010040112e-4
074230260,X,Residential Low Density,RL,R1S,13666.39,23-7083,LOT 119 SHARON HEIGHTS UNIT NO 2 RSM 52/49 50 CITY OF  MENLO PARK,01,94025,MENLO PARK,008,980 MONTE ROSA DR,1,7.81413353548e-4
074170530,X,Public Facilities,PF,PF,341914.1,23-7212,8.01 AC MOL LYING NELY & ADJ TO MENLO PARK ESTATES     ACREAGE CITY OF MENLO PARK,72,94025,MENLO PARK,008,1011 ALTSCHUL AVE,0,0.019511654777781
074170490,X,Residential Low Density,RL,R1S,10016.12,23-850,LOT 6 MENLO PARK ESTATES RSM 127/33-34,01,94025,MENLO PARK,008,8 ZACHARY CT,1,5.70797165391e-4
074184170,X,Residential Low Density,RL,R1S,12986.64,23-7182,105.01 FT ON NE LN OF MONTE ROSA DR BEING PTN OF LOTS  91 & 92 SHARON HEIGHTS UNIT NO 1 RSM 49/43 44,01,94025,MENLO PARK,008,830 MONTE ROSA DR,1,7.38165112559e-4
074184100,X,Residential Low Density,RL,R1S,2803.93,23-1335,25 FT X 25.02 FT F & R MEAS OF LOTS 92 & 93 SHARON     HEIGHTS UNIT NO 1 RSM 49/43 44 CITY OF MENLO PARK,88,94025,NA,008,NA,1,1.59786085889e-4
074184200,X,Residential Low Density,RL,R1S,12215.96,23-7179,102.75 FT ON NELY LN OF MONTE ROSA DR BEING PTN OF     LOTS 93 & 94 SHARON HEIGHTS NO 1 RSM 49/43 44 CITY OF  MENLO PARK,01,94025,MENLO PARK,008,820 MONTE ROSA DR,1,6.9486378511e-4
074184210,X,Residential Low Density,RL,R1S,12935.34,23-7178,LOT 94 LESS NWLY 5 FT MOL SHARON HEIGHTS NO 1 RSM      49/43 44 CITY OF MENLO PARK,01,94025,MENLO PARK,008,810 MONTE ROSA DR,1,7.37134760768e-4
071511010,X,Residential Medium Density,RM,R2,1182.09,23-818A,PARCEL 1 .027 AC MOL PARCEL MAP VOL 63/40,01,94025,MENLO PARK,008,873 PARTRIDGE AVE,2,6.7396023251e-5
071405160,X,Residential Medium Density,RM,R2,7484.7,23-7786,LOT 52 BLOCK 7 STANFORD PARK 2,01,94025,MENLO PARK,008,850 CAMBRIDGE AVE,2,4.2673381551e-4
071392010,X,Residential Low Density,RL,R1U,6518.02,23-7963,NWLY 100 FT OF LOT 21 BLOCK 2 STANFORD PARK 2,01,94025,MENLO PARK,008,490 YALE RD,1,3.71618232542e-4
071061120,X,Residential Very Low Density,RVL,RE,19999.26,23-9068,0.46 AC MOL BEING SWLY 181.82 FT OF SE 15 FT OF LOT 10 & SWLY 181.82 FT OF NW 95 FT OF LOT 11 PIERCE TRACT,01,94025,MENLO PARK,008,1225 SAN MATEO DR,1,0.001140228858496
071061150,X,Residential Very Low Density,RVL,RE,21512.89,23-9065,0.47 AC MOL ON SAN MATEO AVE COM 15 FT ELY FR LOT 11   BEING PTN OF LOT 12 PIERCE TRACT,01,94025,MENLO PARK,008,1145 SAN MATEO DR,1,0.00122125385439
071392040,X,Residential Low Density,RL,R1U,7800.51,23-7960,LOT 18 BLOCK 2 STANFORD PARK 2,01,94025,MENLO PARK,008,926 COLLEGE AVE,1,4.44737769685e-4
071291130,X,Residential Medium Density,RM,R3,9029.86,23-8327,80 FT X 112.91 FT ON FREMONT AVE BEING SELY PTN OF LOT 18 FREMONT ACRES,04,94025,MENLO PARK,008,725 FREMONT ST,2,5.1481980405e-4
071431030,X,Residential Medium Density,RM,R2,8113.33,23-7602,LOT 19 BLOCK 11 STANFORD PARK 2,02,94025,MENLO PARK,008,837 CAMBRIDGE AVE,2,4.62573934747e-4
